filename,visible,grid_row,grid_col,x_offset,y_offset,w_frac,h_frac
00091.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00092.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00093.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00094.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00095.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00096.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00097.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00098.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00099.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00100.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00101.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00102.jpg,1,4,3,0.5602,0.1562,0.3141,0.8125
00103.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00104.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00105.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00106.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00107.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00108.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00109.jpg,1,4,3,0.5602,0.1611,0.3141,0.8111
00110.jpg,1,3,1,0.5121,0.1257,0.1023,0.2764
00111.jpg,1,3,1,0.5094,0.1257,0.1016,0.2764
00112.jpg,1,3,1,0.5094,0.1257,0.1016,0.2764
00113.jpg,1,3,1,0.5121,0.1306,0.1023,0.2778
00114.jpg,1,3,1,0.5449,0.1403,0.1023,0.2778
00115.jpg,1,3,1,0.5477,0.1500,0.1031,0.2806
00116.jpg,1,3,1,0.4738,0.1403,0.1055,0.2861
00117.jpg,1,3,1,0.3973,0.1549,0.1086,0.2931
00118.jpg,1,3,1,0.3426,0.1743,0.1102,0.2986
00119.jpg,1,3,1,0.2551,0.1792,0.1133,0.3056
00120.jpg,1,3,1,0.2113,0.1938,0.1164,0.3097
00121.jpg,1,3,1,0.1785,0.2083,0.1180,0.3139
00122.jpg,1,3,1,0.1785,0.2326,0.1195,0.3181
00123.jpg,1,3,1,0.1457,0.2569,0.1211,0.3250
00124.jpg,1,3,1,0.0445,0.2715,0.1250,0.3319
00125.jpg,1,3,0,0.9023,0.3007,0.1297,0.3403
00126.jpg,1,3,0,0.7902,0.3347,0.1336,0.3500
00127.jpg,1,3,0,0.7328,0.3542,0.1359,0.3583
00128.jpg,1,3,0,0.7082,0.3542,0.1383,0.3611
00129.jpg,1,3,0,0.8285,0.3493,0.1383,0.3597
00130.jpg,1,3,1,0.1020,0.3396,0.1352,0.3569
00131.jpg,1,3,1,0.4875,0.3153,0.1266,0.3500
00132.jpg,1,3,1,0.7773,0.3104,0.1203,0.3458
00133.jpg,1,3,1,0.9332,0.3007,0.1164,0.3486
00134.jpg,1,3,2,0.0125,0.2958,0.1156,0.3528
00135.jpg,1,3,1,0.9988,0.3153,0.1180,0.3583
00136.jpg,1,3,2,0.0699,0.3201,0.1195,0.3625
00137.jpg,1,3,2,0.2504,0.3153,0.1195,0.3639
00138.jpg,1,3,2,0.5156,0.3153,0.1172,0.3611
00139.jpg,1,3,2,0.7508,0.3153,0.1125,0.3639
00140.jpg,1,3,2,0.9012,0.3250,0.1117,0.3667
00141.jpg,1,3,2,0.9641,0.3542,0.1125,0.3750
00142.jpg,1,3,2,0.9668,0.3736,0.1148,0.3806
00143.jpg,1,3,2,0.9176,0.3882,0.1180,0.3903
00144.jpg,1,3,2,0.8328,0.4174,0.1219,0.4014
00145.jpg,1,3,2,0.7727,0.4611,0.1250,0.4111
00146.jpg,1,3,2,0.7672,0.4757,0.1266,0.4208
00147.jpg,1,3,2,0.7809,0.4854,0.1289,0.4292
00148.jpg,1,3,2,0.7891,0.5097,0.1313,0.4389
00149.jpg,1,3,2,0.8109,0.5437,0.1328,0.4486
00150.jpg,1,3,2,0.8711,0.5632,0.1344,0.4569
00151.jpg,1,3,3,0.0105,0.5583,0.1367,0.4639
00152.jpg,1,3,3,0.1719,0.5681,0.1359,0.4722
00153.jpg,1,3,3,0.2512,0.6069,0.1383,0.4833
00154.jpg,1,3,3,0.3168,0.6264,0.1398,0.4944
00155.jpg,1,3,3,0.4289,0.6458,0.1437,0.5056
00156.jpg,1,3,3,0.7160,0.6799,0.1461,0.5208
00157.jpg,1,3,3,0.8418,0.7139,0.1477,0.5333
00158.jpg,1,3,3,0.9293,0.7576,0.1523,0.5486
00159.jpg,1,3,3,0.9539,0.7965,0.1578,0.5681
00160.jpg,1,3,3,0.9320,0.8549,0.1625,0.5875
00161.jpg,1,3,3,0.9238,0.9083,0.1680,0.6083
00162.jpg,1,3,3,0.9348,0.9618,0.1742,0.6292
00163.jpg,1,4,3,0.9484,0.0104,0.1797,0.6514
00164.jpg,1,4,3,0.9730,0.0639,0.1852,0.6750
00165.jpg,1,4,4,0.0031,0.1222,0.1922,0.7000
00166.jpg,1,4,4,0.0223,0.1854,0.1992,0.7264
00167.jpg,1,4,4,0.0250,0.2389,0.2078,0.7583
00168.jpg,1,4,4,0.0414,0.2681,0.2172,0.7806
00169.jpg,1,4,4,0.0633,0.2486,0.2266,0.7861
00170.jpg,1,4,4,0.0824,0.2243,0.2367,0.7931
00171.jpg,1,4,4,0.1098,0.2000,0.2477,0.8000
00172.jpg,1,4,4,0.1426,0.1708,0.2586,0.8083
00173.jpg,1,4,4,0.1672,0.1465,0.2719,0.8153
00174.jpg,1,4,4,0.1945,0.1125,0.2859,0.8250
00175.jpg,1,4,4,0.2137,0.0688,0.3039,0.8375
00176.jpg,1,4,4,0.2137,0.0250,0.3242,0.8500
00177.jpg,1,3,4,0.2602,0.9715,0.3469,0.8653
00178.jpg,1,3,4,0.3340,0.9083,0.3711,0.8833
00179.jpg,1,3,4,0.4570,0.7868,0.4156,0.9181
00180.jpg,1,3,4,0.5664,0.6944,0.4500,0.9444
00181.jpg,1,3,4,0.7004,0.5778,0.4914,0.9778
00182.jpg,1,3,4,0.8207,0.5000,0.5414,1.0000
00183.jpg,1,3,4,0.9820,0.5000,0.5766,1.0000
00184.jpg,1,3,5,0.0066,0.5000,0.5695,1.0000
00185.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00186.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00187.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00188.jpg,1,3,5,0.0066,0.5000,0.5695,1.0000
00189.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00190.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00191.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00192.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00193.jpg,1,3,5,0.0066,0.5000,0.5695,1.0000
00194.jpg,1,3,5,0.0066,0.5000,0.5695,1.0000
00195.jpg,1,3,5,0.0066,0.5000,0.5695,1.0000
00196.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00197.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00198.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00199.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00200.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00201.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00202.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00203.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00204.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00205.jpg,1,3,5,0.0066,0.5000,0.5695,1.0000
00206.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00207.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00208.jpg,1,3,5,0.0039,0.5000,0.5703,1.0000
00209.jpg,1,3,5,0.4496,0.0528,0.1070,0.2833
00210.jpg,1,3,5,0.4496,0.0528,0.1070,0.2833
00211.jpg,1,3,5,0.4797,0.0625,0.1078,0.2861
00212.jpg,1,3,5,0.5508,0.0722,0.1109,0.2889
00213.jpg,1,3,5,0.6246,0.0722,0.1133,0.2944
00214.jpg,1,3,5,0.6656,0.0771,0.1156,0.2986
00215.jpg,1,3,5,0.6738,0.0965,0.1164,0.3042
00216.jpg,1,3,5,0.6738,0.1208,0.1180,0.3083
00217.jpg,1,3,5,0.6629,0.1208,0.1195,0.3139
00218.jpg,1,3,5,0.5809,0.1306,0.1211,0.3167
00219.jpg,1,3,5,0.3813,0.1451,0.1203,0.3153
00220.jpg,1,3,5,0.1652,0.1597,0.1180,0.3139
00221.jpg,1,3,4,0.9520,0.1743,0.1164,0.3153
00222.jpg,1,3,4,0.7141,0.1792,0.1172,0.3167
00223.jpg,1,3,4,0.4516,0.1840,0.1156,0.3181
00224.jpg,1,3,4,0.2109,0.1986,0.1141,0.3194
00225.jpg,1,3,4,0.0031,0.2181,0.1125,0.3250
00226.jpg,1,3,3,0.8855,0.2132,0.1133,0.3292
00227.jpg,1,3,3,0.8254,0.2326,0.1148,0.3347
00228.jpg,1,3,3,0.8309,0.2375,0.1180,0.3417
00229.jpg,1,3,3,0.8527,0.2521,0.1195,0.3458
00230.jpg,1,3,3,0.8883,0.2715,0.1219,0.3542
00231.jpg,1,3,3,0.9457,0.2910,0.1242,0.3597
00232.jpg,1,3,3,0.9895,0.3104,0.1258,0.3681
00233.jpg,1,3,3,0.9812,0.3347,0.1297,0.3750
00234.jpg,1,3,3,0.9457,0.3590,0.1320,0.3819
00235.jpg,1,3,3,0.9156,0.3785,0.1344,0.3903
00236.jpg,1,3,3,0.9211,0.3931,0.1375,0.4000
00237.jpg,1,3,3,0.9348,0.4271,0.1398,0.4097
00238.jpg,1,3,3,0.9895,0.4514,0.1430,0.4167
00239.jpg,1,3,4,0.0387,0.4660,0.1461,0.4264
00240.jpg,1,3,4,0.1070,0.4951,0.1500,0.4375
00241.jpg,1,3,4,0.1918,0.5146,0.1555,0.4486
00242.jpg,1,3,4,0.3832,0.5243,0.1602,0.4597
00243.jpg,1,3,4,0.5418,0.5535,0.1648,0.4708
00244.jpg,1,3,4,0.6840,0.5729,0.1695,0.4875
00245.jpg,1,3,4,0.7687,0.6069,0.1750,0.5000
00246.jpg,1,3,4,0.8863,0.6410,0.1805,0.5153
00247.jpg,1,3,5,0.0395,0.6701,0.1883,0.5292
00248.jpg,1,3,5,0.1762,0.7090,0.1945,0.5486
00249.jpg,1,3,5,0.2527,0.7625,0.2008,0.5639
00250.jpg,1,3,5,0.2035,0.7965,0.2055,0.5792
00251.jpg,1,3,4,0.9246,0.8111,0.2086,0.5833
00252.jpg,1,3,4,0.3012,0.8208,0.2102,0.5806
00253.jpg,1,3,3,0.4453,0.8646,0.2156,0.5903
00254.jpg,1,3,2,0.6852,0.9326,0.2297,0.6125
00255.jpg,1,4,1,0.9906,0.0396,0.2500,0.6514
00256.jpg,1,4,1,0.4957,0.1660,0.2727,0.7014
00257.jpg,1,4,1,0.1211,0.2972,0.2969,0.7500
00258.jpg,1,4,1,0.1020,0.3167,0.3055,0.7667
00259.jpg,1,4,1,0.6762,0.2146,0.2914,0.7292
00260.jpg,1,4,2,0.5785,0.1271,0.2711,0.6958
00261.jpg,1,4,3,0.4973,0.0979,0.2508,0.6931
00262.jpg,1,4,4,0.3422,0.1222,0.2547,0.7083
00263.jpg,1,4,5,0.0613,0.1660,0.2617,0.7375
00264.jpg,1,4,5,0.5207,0.2292,0.2727,0.7694
00265.jpg,1,4,5,0.8023,0.2340,0.2906,0.7903
00266.jpg,1,4,5,0.9746,0.2097,0.2930,0.7972
00267.jpg,1,4,6,0.0211,0.1854,0.2797,0.8042
00268.jpg,1,4,6,0.0512,0.1660,0.2711,0.8097
00269.jpg,1,4,6,0.0457,0.1465,0.2727,0.8153
00270.jpg,1,4,5,0.9391,0.1222,0.3031,0.8222
00271.jpg,1,4,5,0.7777,0.1222,0.3492,0.8222
00272.jpg,1,4,5,0.2473,0.1222,0.3555,0.8222
00273.jpg,1,4,4,0.5691,0.1271,0.3398,0.8208
00274.jpg,1,4,4,0.1070,0.1125,0.3469,0.8250
00275.jpg,1,4,3,0.8473,0.0736,0.3664,0.8361
00276.jpg,1,4,3,0.7133,0.0299,0.3906,0.8486
00277.jpg,1,3,3,0.6641,0.9715,0.4219,0.8653
00278.jpg,1,3,3,0.7844,0.9326,0.4437,0.8764
00279.jpg,1,3,3,0.8391,0.7042,0.4422,0.9417
00280.jpg,1,3,3,0.8391,0.6944,0.4422,0.9444
00281.jpg,1,3,3,0.8363,0.6944,0.4430,0.9444
00282.jpg,1,3,3,0.8363,0.6993,0.4430,0.9431
00283.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00284.jpg,1,3,3,0.8363,0.6944,0.4430,0.9444
00285.jpg,1,3,3,0.8363,0.6993,0.4430,0.9431
00286.jpg,1,3,3,0.8363,0.6896,0.4430,0.9458
00287.jpg,1,3,3,0.8391,0.6896,0.4437,0.9458
00288.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00289.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00290.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00291.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00292.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00293.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00294.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00295.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00296.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00297.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00298.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00299.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00300.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00301.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00302.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00303.jpg,1,3,3,0.8391,0.6896,0.4437,0.9458
00304.jpg,1,3,3,0.8391,0.6896,0.4437,0.9458
00305.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00306.jpg,1,3,3,0.8391,0.6944,0.4437,0.9444
00307.jpg,1,3,3,0.8391,0.6896,0.4437,0.9458
00308.jpg,1,3,3,0.8391,0.6896,0.4437,0.9458
00309.jpg,1,3,3,0.8391,0.0479,0.0859,0.2597
00310.jpg,1,3,3,0.8391,0.0479,0.0859,0.2597
00311.jpg,1,3,3,0.8227,0.0625,0.0859,0.2611
00312.jpg,1,3,3,0.8035,0.0674,0.0867,0.2625
00313.jpg,1,3,3,0.7816,0.0771,0.0883,0.2681
00314.jpg,1,3,3,0.7488,0.0819,0.0898,0.2722
00315.jpg,1,3,3,0.7434,0.0819,0.0914,0.2778
00316.jpg,1,3,3,0.7543,0.0965,0.0930,0.2819
00317.jpg,1,3,3,0.7707,0.0917,0.0945,0.2861
00318.jpg,1,3,3,0.7898,0.1062,0.0953,0.2903
00319.jpg,1,3,3,0.8172,0.1160,0.0969,0.2931
00320.jpg,1,3,3,0.8555,0.1306,0.0984,0.2972
00321.jpg,1,3,3,0.8609,0.1500,0.1000,0.3028
00322.jpg,1,3,3,0.8172,0.1646,0.1016,0.3069
00323.jpg,1,3,3,0.7461,0.1889,0.1031,0.3111
00324.jpg,1,3,3,0.6914,0.1986,0.1047,0.3167
00325.jpg,1,3,3,0.6805,0.2132,0.1062,0.3236
00326.jpg,1,3,3,0.6941,0.2326,0.1086,0.3292
00327.jpg,1,3,3,0.7707,0.2472,0.1102,0.3333
00328.jpg,1,3,3,0.8500,0.2521,0.1125,0.3403
00329.jpg,1,3,3,0.8938,0.2764,0.1156,0.3500
00330.jpg,1,3,3,0.9074,0.2861,0.1180,0.3583
00331.jpg,1,3,3,0.9047,0.2958,0.1203,0.3639
00332.jpg,1,3,3,0.8938,0.3153,0.1219,0.3722
00333.jpg,1,3,3,0.8828,0.3299,0.1250,0.3792
00334.jpg,1,3,3,0.8938,0.3493,0.1281,0.3875
00335.jpg,1,3,3,0.9102,0.3687,0.1297,0.3958
00336.jpg,1,3,3,0.9320,0.3931,0.1328,0.4028
00337.jpg,1,3,3,0.9047,0.4319,0.1375,0.4167
00338.jpg,1,3,3,0.8582,0.4660,0.1398,0.4264
00339.jpg,1,3,3,0.8090,0.4854,0.1430,0.4375
00340.jpg,1,3,3,0.7844,0.5097,0.1469,0.4500
00341.jpg,1,3,3,0.7816,0.5437,0.1508,0.4597
00342.jpg,1,3,3,0.8336,0.5729,0.1547,0.4708
00343.jpg,1,3,3,0.9156,0.5972,0.1578,0.4833
00344.jpg,1,3,3,0.9621,0.6458,0.1648,0.5056
00345.jpg,1,3,3,0.9812,0.6701,0.1688,0.5208
00346.jpg,1,3,3,0.9867,0.7090,0.1734,0.5347
00347.jpg,1,3,3,0.9949,0.7382,0.1789,0.5514
00348.jpg,1,3,4,0.0031,0.7771,0.1844,0.5681
00349.jpg,1,3,4,0.0250,0.8160,0.1906,0.5875
00350.jpg,1,3,4,0.0496,0.8694,0.1961,0.6056
00351.jpg,1,3,4,0.0715,0.9181,0.2023,0.6250
00352.jpg,1,3,4,0.0551,0.9764,0.2086,0.6472
00353.jpg,1,4,4,0.0004,0.0347,0.2148,0.6722
00354.jpg,1,4,3,0.9457,0.0979,0.2227,0.6986
00355.jpg,1,4,3,0.9293,0.1660,0.2320,0.7292
00356.jpg,1,4,3,0.9402,0.2340,0.2414,0.7597
00357.jpg,1,4,3,0.9840,0.2729,0.2508,0.7792
00358.jpg,1,4,4,0.0742,0.2486,0.2609,0.7861
00359.jpg,1,4,4,0.1480,0.2243,0.2727,0.7931
00360.jpg,1,4,4,0.1809,0.2000,0.2852,0.8000
00361.jpg,1,4,4,0.2437,0.1660,0.2984,0.8097
00362.jpg,1,4,4,0.2930,0.1368,0.3141,0.8181
00363.jpg,1,4,4,0.3312,0.0931,0.3312,0.8306
00364.jpg,1,4,4,0.3750,0.0493,0.3500,0.8431
00365.jpg,1,4,4,0.4324,0.0007,0.3711,0.8569
00366.jpg,1,3,4,0.4953,0.9472,0.3937,0.8722
00367.jpg,1,3,4,0.5637,0.8938,0.4195,0.8875
00368.jpg,1,3,4,0.5828,0.8354,0.4484,0.9042
00369.jpg,1,3,4,0.6047,0.7479,0.4844,0.9292
00370.jpg,1,3,4,0.7031,0.6556,0.5234,0.9556
00371.jpg,1,3,4,0.7961,0.6069,0.5344,0.9694
00372.jpg,1,3,4,0.7988,0.6021,0.5352,0.9708
00373.jpg,1,3,4,0.7988,0.6021,0.5367,0.9708
00374.jpg,1,3,4,0.7988,0.5972,0.5367,0.9722
00375.jpg,1,3,4,0.7988,0.5972,0.5367,0.9722
00376.jpg,1,3,4,0.7988,0.5972,0.5367,0.9722
00377.jpg,1,3,4,0.7988,0.5972,0.5367,0.9722
00378.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00379.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00380.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00381.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00382.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00383.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00384.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00385.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00386.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00387.jpg,1,3,4,0.7988,0.5972,0.5367,0.9722
00388.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00389.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00390.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00391.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00392.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00393.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00394.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00395.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00396.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00397.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00398.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00399.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00400.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00401.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00402.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00403.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00404.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00405.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00406.jpg,1,3,4,0.8016,0.5972,0.5375,0.9722
00407.jpg,1,3,0,0.9570,0.1549,0.1109,0.2875
00408.jpg,1,3,0,0.9570,0.1549,0.1109,0.2875
00409.jpg,1,3,0,0.9570,0.1549,0.1109,0.2875
00410.jpg,1,3,0,0.9570,0.1500,0.1109,0.2861
00411.jpg,1,3,0,0.9570,0.1549,0.1109,0.2875
00412.jpg,1,3,0,0.9598,0.1549,0.1117,0.2875
00413.jpg,1,3,0,0.9570,0.1549,0.1109,0.2875
00414.jpg,1,3,1,0.0336,0.1451,0.1109,0.2847
00415.jpg,1,3,1,0.1840,0.1354,0.1086,0.2819
00416.jpg,1,3,1,0.4437,0.1306,0.1062,0.2778
00417.jpg,1,3,1,0.9059,0.0917,0.1023,0.2667
00418.jpg,1,3,2,0.2668,0.0625,0.0961,0.2583
00419.jpg,1,3,2,0.8082,0.0431,0.0898,0.2528
00420.jpg,1,3,3,0.1199,0.0333,0.0867,0.2500
00421.jpg,1,3,3,0.4480,0.0382,0.0852,0.2542
