filename,cx_norm,area_frac,visible
00094.jpg,0.0209,0.2415,1
00095.jpg,0.0210,0.2415,1
00096.jpg,0.0210,0.2415,1
00097.jpg,0.0210,0.2415,1
00098.jpg,0.0209,0.2414,1
00099.jpg,0.0209,0.2415,1
00100.jpg,0.0209,0.2415,1
00101.jpg,0.0209,0.2415,1
00102.jpg,0.0210,0.2415,1
00103.jpg,0.0210,0.2415,1
00104.jpg,0.0210,0.2415,1
00105.jpg,0.0210,0.2415,1
00106.jpg,0.0209,0.2415,1
00107.jpg,0.0210,0.2415,1
00108.jpg,0.0209,0.2415,1
00109.jpg,0.0209,0.2415,1
00110.jpg,-0.5686,0.0254,1
00111.jpg,-0.5686,0.0254,1
00112.jpg,-0.5686,0.0254,1
00113.jpg,-0.5684,0.0254,1
00114.jpg,-0.5587,0.0254,1
00115.jpg,-0.5584,0.0260,1
00116.jpg,-0.5781,0.0272,1
00117.jpg,-0.6001,0.0285,1
00118.jpg,-0.6162,0.0295,1
00119.jpg,-0.6412,0.0310,1
00120.jpg,-0.6536,0.0320,1
00121.jpg,-0.6630,0.0330,1
00122.jpg,-0.6628,0.0338,1
00123.jpg,-0.6730,0.0349,1
00124.jpg,-0.7012,0.0367,1
00125.jpg,-0.7419,0.0391,1
00126.jpg,-0.7745,0.0411,1
00127.jpg,-0.7909,0.0426,1
00128.jpg,-0.7973,0.0437,1
00129.jpg,-0.7627,0.0438,1
00130.jpg,-0.6838,0.0423,1
00131.jpg,-0.5744,0.0392,1
00132.jpg,-0.4910,0.0368,1
00133.jpg,-0.4460,0.0363,1
00134.jpg,-0.4234,0.0368,1
00135.jpg,-0.4270,0.0381,1
00136.jpg,-0.4077,0.0390,1
00137.jpg,-0.3560,0.0393,1
00138.jpg,-0.2789,0.0386,1
00139.jpg,-0.2124,0.0377,1
00140.jpg,-0.1692,0.0379,1
00141.jpg,-0.1513,0.0388,1
00142.jpg,-0.1504,0.0403,1
00143.jpg,-0.1642,0.0424,1
00144.jpg,-0.1889,0.0447,1
00145.jpg,-0.2060,0.0468,1
00146.jpg,-0.2066,0.0486,1
00147.jpg,-0.2030,0.0504,1
00148.jpg,-0.2006,0.0524,1
00149.jpg,-0.1939,0.0543,1
00150.jpg,-0.1763,0.0562,1
00151.jpg,-0.1366,0.0579,1
00152.jpg,-0.0902,0.0590,1
00153.jpg,-0.0677,0.0613,1
00154.jpg,-0.0487,0.0640,1
00155.jpg,-0.0164,0.0670,1
00156.jpg,0.0647,0.0702,1
00157.jpg,0.1003,0.0732,1
00158.jpg,0.1256,0.0773,1
00159.jpg,0.1329,0.0822,1
00160.jpg,0.1268,0.0878,1
00161.jpg,0.1250,0.0938,1
00162.jpg,0.1289,0.1000,1
00163.jpg,0.1318,0.1066,1
00164.jpg,0.1390,0.1137,1
00165.jpg,0.1483,0.1220,1
00166.jpg,0.1542,0.1310,1
00167.jpg,0.1547,0.1420,1
00168.jpg,0.1595,0.1538,1
00169.jpg,0.1646,0.1649,1
00170.jpg,0.1695,0.1754,1
00171.jpg,0.1762,0.1862,1
00172.jpg,0.1840,0.1975,1
00173.jpg,0.1900,0.2095,1
00174.jpg,0.1995,0.2232,1
00175.jpg,0.2040,0.2400,1
00176.jpg,0.2050,0.2593,1
00177.jpg,0.2181,0.2812,1
00178.jpg,0.2394,0.3064,1
00179.jpg,0.2750,0.3537,1
00180.jpg,0.3047,0.3918,1
00181.jpg,0.3439,0.4394,1
00182.jpg,0.3806,0.5000,1
00183.jpg,0.4360,0.5588,1
00184.jpg,0.4423,0.5529,1
00185.jpg,0.4423,0.5529,1
00186.jpg,0.4423,0.5529,1
00187.jpg,0.4423,0.5529,1
00188.jpg,0.4423,0.5529,1
00189.jpg,0.4423,0.5529,1
00190.jpg,0.4422,0.5529,1
00191.jpg,0.4423,0.5529,1
00192.jpg,0.4422,0.5529,1
00193.jpg,0.4423,0.5529,1
00194.jpg,0.4423,0.5529,1
00195.jpg,0.4423,0.5529,1
00196.jpg,0.4422,0.5529,1
00197.jpg,0.4422,0.5529,1
00198.jpg,0.4422,0.5529,1
00199.jpg,0.4423,0.5529,1
00200.jpg,0.4422,0.5529,1
00201.jpg,0.4423,0.5529,1
00202.jpg,0.4423,0.5529,1
00203.jpg,0.4423,0.5529,1
00204.jpg,0.4423,0.5529,1
00205.jpg,0.4423,0.5529,1
00206.jpg,0.4422,0.5529,1
00207.jpg,0.4423,0.5529,1
00208.jpg,0.4422,0.5529,1
00209.jpg,0.5557,0.0278,1
00210.jpg,0.5556,0.0278,1
00211.jpg,0.5647,0.0282,1
00212.jpg,0.5845,0.0291,1
00213.jpg,0.6059,0.0303,1
00214.jpg,0.6176,0.0313,1
00215.jpg,0.6200,0.0322,1
00216.jpg,0.6198,0.0331,1
00217.jpg,0.6162,0.0339,1
00218.jpg,0.5925,0.0347,1
00219.jpg,0.5353,0.0346,1
00220.jpg,0.4750,0.0342,1
00221.jpg,0.4130,0.0340,1
00222.jpg,0.3450,0.0342,1
00223.jpg,0.2698,0.0342,1
00224.jpg,0.2015,0.0342,1
00225.jpg,0.1423,0.0346,1
00226.jpg,0.1087,0.0354,1
00227.jpg,0.0929,0.0365,1
00228.jpg,0.0943,0.0379,1
00229.jpg,0.0998,0.0393,1
00230.jpg,0.1109,0.0408,1
00231.jpg,0.1270,0.0423,1
00232.jpg,0.1393,0.0439,1
00233.jpg,0.1366,0.0457,1
00234.jpg,0.1261,0.0477,1
00235.jpg,0.1184,0.0496,1
00236.jpg,0.1199,0.0518,1
00237.jpg,0.1234,0.0538,1
00238.jpg,0.1393,0.0562,1
00239.jpg,0.1533,0.0587,1
00240.jpg,0.1720,0.0614,1
00241.jpg,0.1958,0.0648,1
00242.jpg,0.2498,0.0686,1
00243.jpg,0.2955,0.0721,1
00244.jpg,0.3358,0.0762,1
00245.jpg,0.3608,0.0804,1
00246.jpg,0.3939,0.0855,1
00247.jpg,0.4374,0.0912,1
00248.jpg,0.4776,0.0969,1
00249.jpg,0.4991,0.1024,1
00250.jpg,0.4856,0.1077,1
00251.jpg,0.4055,0.1108,1
00252.jpg,0.2264,0.1122,1
00253.jpg,-0.0169,0.1177,1
00254.jpg,-0.2324,0.1308,1
00255.jpg,-0.4288,0.1512,1
00256.jpg,-0.5678,0.1752,1
00257.jpg,-0.6759,0.2018,1
00258.jpg,-0.6799,0.2116,1
00259.jpg,-0.5177,0.1930,1
00260.jpg,-0.2626,0.1701,1
00261.jpg,0.0012,0.1572,1
00262.jpg,0.2390,0.1617,1
00263.jpg,0.4456,0.1723,1
00264.jpg,0.5764,0.1846,1
00265.jpg,0.6562,0.2024,1
00266.jpg,0.7130,0.2167,1
00267.jpg,0.7284,0.2124,1
00268.jpg,0.7363,0.2081,1
00269.jpg,0.7335,0.2107,1
00270.jpg,0.7040,0.2373,1
00271.jpg,0.6423,0.2643,1
00272.jpg,0.4783,0.2622,1
00273.jpg,0.2969,0.2622,1
00274.jpg,0.1712,0.2717,1
00275.jpg,0.1004,0.2904,1
00276.jpg,0.0639,0.3151,1
00277.jpg,0.0502,0.3459,1
00278.jpg,0.0853,0.3688,1
00279.jpg,0.0993,0.3674,1
00280.jpg,0.0995,0.3679,1
00281.jpg,0.0994,0.3680,1
00282.jpg,0.0994,0.3683,1
00283.jpg,0.0995,0.3685,1
00284.jpg,0.0994,0.3684,1
00285.jpg,0.0994,0.3685,1
00286.jpg,0.0994,0.3685,1
00287.jpg,0.0996,0.3687,1
00288.jpg,0.0995,0.3688,1
00289.jpg,0.0996,0.3688,1
00290.jpg,0.0995,0.3688,1
00291.jpg,0.0995,0.3688,1
00292.jpg,0.0995,0.3687,1
00293.jpg,0.0995,0.3687,1
00294.jpg,0.0996,0.3688,1
00295.jpg,0.0996,0.3688,1
00296.jpg,0.0996,0.3688,1
00297.jpg,0.0995,0.3688,1
00298.jpg,0.0995,0.3688,1
00299.jpg,0.0996,0.3688,1
00300.jpg,0.0996,0.3688,1
00301.jpg,0.0996,0.3688,1
00302.jpg,0.0995,0.3688,1
00303.jpg,0.0995,0.3688,1
00304.jpg,0.0994,0.3686,1
00305.jpg,0.0995,0.3688,1
00306.jpg,0.0995,0.3688,1
00307.jpg,0.0995,0.3688,1
00308.jpg,0.0995,0.3688,1
00309.jpg,0.0965,0.0214,1
00310.jpg,0.0966,0.0213,1
00311.jpg,0.0919,0.0214,1
00312.jpg,0.0864,0.0218,1
00313.jpg,0.0805,0.0225,1
00314.jpg,0.0710,0.0233,1
00315.jpg,0.0698,0.0240,1
00316.jpg,0.0721,0.0248,1
00317.jpg,0.0777,0.0255,1
00318.jpg,0.0827,0.0263,1
00319.jpg,0.0898,0.0270,1
00320.jpg,0.1009,0.0279,1
00321.jpg,0.1035,0.0287,1
00322.jpg,0.0898,0.0296,1
00323.jpg,0.0700,0.0305,1
00324.jpg,0.0556,0.0316,1
00325.jpg,0.0527,0.0326,1
00326.jpg,0.0570,0.0337,1
00327.jpg,0.0773,0.0350,1
00328.jpg,0.1005,0.0363,1
00329.jpg,0.1131,0.0382,1
00330.jpg,0.1157,0.0398,1
00331.jpg,0.1151,0.0413,1
00332.jpg,0.1123,0.0429,1
00333.jpg,0.1095,0.0447,1
00334.jpg,0.1126,0.0465,1
00335.jpg,0.1171,0.0484,1
00336.jpg,0.1247,0.0503,1
00337.jpg,0.1161,0.0536,1
00338.jpg,0.1030,0.0560,1
00339.jpg,0.0898,0.0587,1
00340.jpg,0.0827,0.0615,1
00341.jpg,0.0821,0.0644,1
00342.jpg,0.0973,0.0676,1
00343.jpg,0.1198,0.0711,1
00344.jpg,0.1332,0.0769,1
00345.jpg,0.1381,0.0811,1
00346.jpg,0.1398,0.0858,1
00347.jpg,0.1427,0.0908,1
00348.jpg,0.1456,0.0962,1
00349.jpg,0.1516,0.1022,1
00350.jpg,0.1581,0.1081,1
00351.jpg,0.1656,0.1149,1
00352.jpg,0.1613,0.1226,1
00353.jpg,0.1455,0.1311,1
00354.jpg,0.1314,0.1410,1
00355.jpg,0.1274,0.1523,1
00356.jpg,0.1305,0.1643,1
00357.jpg,0.1431,0.1769,1
00358.jpg,0.1672,0.1894,1
00359.jpg,0.1865,0.2020,1
00360.jpg,0.1940,0.2146,1
00361.jpg,0.2104,0.2283,1
00362.jpg,0.2240,0.2424,1
00363.jpg,0.2354,0.2591,1
00364.jpg,0.2483,0.2772,1
00365.jpg,0.2641,0.2982,1
00366.jpg,0.2828,0.3201,1
00367.jpg,0.3029,0.3456,1
00368.jpg,0.3088,0.3763,1
00369.jpg,0.3159,0.4144,1
00370.jpg,0.3439,0.4569,1
00371.jpg,0.3726,0.4737,1
00372.jpg,0.3734,0.4753,1
00373.jpg,0.3733,0.4755,1
00374.jpg,0.3737,0.4766,1
00375.jpg,0.3737,0.4765,1
00376.jpg,0.3737,0.4766,1
00377.jpg,0.3737,0.4766,1
00378.jpg,0.3735,0.4763,1
00379.jpg,0.3739,0.4771,1
00380.jpg,0.3738,0.4772,1
00381.jpg,0.3736,0.4765,1
00382.jpg,0.3735,0.4764,1
00383.jpg,0.3738,0.4772,1
00384.jpg,0.3738,0.4772,1
00385.jpg,0.3738,0.4772,1
00386.jpg,0.3739,0.4773,1
00387.jpg,0.3739,0.4772,1
00388.jpg,0.3735,0.4764,1
00389.jpg,0.3739,0.4772,1
00390.jpg,0.3736,0.4765,1
00391.jpg,0.3739,0.4772,1
00392.jpg,0.3739,0.4772,1
00393.jpg,0.3739,0.4772,1
00394.jpg,0.3739,0.4772,1
00395.jpg,0.3736,0.4764,1
00396.jpg,0.3739,0.4772,1
00397.jpg,0.3739,0.4772,1
00398.jpg,0.3739,0.4772,1
00399.jpg,0.3739,0.4772,1
00400.jpg,0.3739,0.4772,1
00401.jpg,0.3738,0.4771,1
00402.jpg,0.3738,0.4772,1
00403.jpg,0.3738,0.4771,1
00404.jpg,0.3738,0.4771,1
00405.jpg,0.3738,0.4772,1
00406.jpg,0.3739,0.4772,1
00407.jpg,-0.7267,0.0282,1
00408.jpg,-0.7267,0.0282,1
00409.jpg,-0.7267,0.0282,1
00410.jpg,-0.7267,0.0281,1
00411.jpg,-0.7267,0.0281,1
00412.jpg,-0.7266,0.0282,1
00413.jpg,-0.7267,0.0282,1
00414.jpg,-0.7052,0.0278,1
00415.jpg,-0.6624,0.0269,1
00416.jpg,-0.5883,0.0260,1
00417.jpg,-0.4554,0.0241,1
00418.jpg,-0.3523,0.0223,1
00419.jpg,-0.1984,0.0207,1
00420.jpg,-0.1090,0.0200,1
00421.jpg,-0.0161,0.0198,1
00422.jpg,0.0790,0.0198,1
00423.jpg,0.1681,0.0200,1
00424.jpg,0.2102,0.0197,1
00425.jpg,0.2150,0.0198,1
00426.jpg,0.2568,0.0206,1
00427.jpg,0.2711,0.0210,1
00428.jpg,0.2632,0.0217,1
00429.jpg,0.2540,0.0220,1
00430.jpg,0.2512,0.0225,1
00431.jpg,0.2590,0.0232,1
00432.jpg,0.2713,0.0239,1
00433.jpg,0.2799,0.0246,1
00434.jpg,0.2860,0.0253,1
00435.jpg,0.2935,0.0263,1
00436.jpg,0.2998,0.0272,1
00437.jpg,0.2898,0.0280,1
00438.jpg,0.2611,0.0286,1
00439.jpg,0.2381,0.0290,1
00440.jpg,0.2300,0.0297,1
00441.jpg,0.2308,0.0308,1
00442.jpg,0.2266,0.0317,1
00443.jpg,0.2097,0.0327,1
00444.jpg,0.1892,0.0337,1
00445.jpg,0.1806,0.0348,1
00446.jpg,0.1704,0.0360,1
00447.jpg,0.1563,0.0369,1
00448.jpg,0.1457,0.0382,1
00449.jpg,0.1354,0.0394,1
00450.jpg,0.1230,0.0409,1
00451.jpg,0.1170,0.0425,1
00452.jpg,0.1194,0.0443,1
00453.jpg,0.1188,0.0460,1
00454.jpg,0.1197,0.0480,1
00455.jpg,0.1271,0.0501,1
00456.jpg,0.1354,0.0522,1
00457.jpg,0.1476,0.0545,1
00458.jpg,0.1487,0.0569,1
00459.jpg,0.1374,0.0596,1
00460.jpg,0.1255,0.0624,1
00461.jpg,0.1220,0.0653,1
00462.jpg,0.1360,0.0685,1
00463.jpg,0.1694,0.0718,1
00464.jpg,0.2122,0.0751,1
00465.jpg,0.2645,0.0790,1
00466.jpg,0.3157,0.0829,1
00467.jpg,0.3573,0.0869,1
00468.jpg,0.3867,0.0913,1
00469.jpg,0.4170,0.0967,1
00470.jpg,0.4240,0.1012,1
00471.jpg,0.4003,0.1055,1
00472.jpg,0.3456,0.1096,1
00473.jpg,0.2650,0.1134,1
00474.jpg,0.1748,0.1173,1
00475.jpg,0.1024,0.1211,1
00476.jpg,0.0484,0.1264,1
00477.jpg,-0.0046,0.1331,1
00478.jpg,-0.0623,0.1415,1
00479.jpg,-0.1128,0.1507,1
00480.jpg,-0.1407,0.1591,1
00481.jpg,-0.1348,0.1671,1
00482.jpg,-0.0995,0.1742,1
00483.jpg,-0.0429,0.1811,1
00484.jpg,0.0246,0.1883,1
00485.jpg,0.0864,0.1956,1
00486.jpg,0.1501,0.2039,1
00487.jpg,0.2190,0.2129,1
00488.jpg,0.2906,0.2239,1
00489.jpg,0.3518,0.2360,1
00490.jpg,0.3844,0.2466,1
00491.jpg,0.3936,0.2499,1
00492.jpg,0.3937,0.2500,1
00493.jpg,0.3938,0.2501,1
00494.jpg,0.3938,0.2500,1
00495.jpg,0.3938,0.2501,1
00496.jpg,0.3935,0.2500,1
00497.jpg,0.3932,0.2508,1
00498.jpg,0.3943,0.2555,1
00499.jpg,0.3842,0.2652,1
00500.jpg,0.3556,0.2758,1
00501.jpg,0.3211,0.2856,1
00502.jpg,0.2913,0.2975,1
00503.jpg,0.2672,0.3085,1
00504.jpg,0.2474,0.3195,1
00505.jpg,0.2220,0.3329,1
00506.jpg,0.2005,0.3433,1
00507.jpg,0.1989,0.3452,1
00508.jpg,0.1990,0.3458,1
00509.jpg,0.1991,0.3460,1
00510.jpg,0.1991,0.3462,1
00511.jpg,0.1991,0.3462,1
00512.jpg,0.1992,0.3463,1
00513.jpg,0.1992,0.3464,1
00514.jpg,0.1992,0.3464,1
00515.jpg,0.1992,0.3464,1
00516.jpg,0.1992,0.3464,1
00517.jpg,0.1992,0.3464,1
00518.jpg,0.1992,0.3464,1
00519.jpg,0.1992,0.3464,1
00520.jpg,0.1992,0.3464,1
00521.jpg,0.1992,0.3464,1
00522.jpg,0.0999,0.0831,1
00523.jpg,0.0999,0.0830,1
00524.jpg,0.0999,0.0830,1
00525.jpg,0.0999,0.0831,1
00526.jpg,0.0998,0.0831,1
00527.jpg,0.0989,0.0835,1
00528.jpg,0.1016,0.0846,1
00529.jpg,0.1297,0.0889,1
00530.jpg,0.1644,0.0923,1
00531.jpg,0.2114,0.0963,1
00532.jpg,0.2632,0.1011,1
00533.jpg,0.3151,0.1060,1
00534.jpg,0.3550,0.1111,1
00535.jpg,0.3977,0.1179,1
00536.jpg,0.4348,0.1255,1
00537.jpg,0.4687,0.1331,1
00538.jpg,0.5022,0.1415,1
00539.jpg,0.5453,0.1517,1
00540.jpg,0.5869,0.1629,1
00541.jpg,0.6205,0.1744,1
00542.jpg,0.6444,0.1858,1
00543.jpg,0.6569,0.1973,1
00544.jpg,0.6701,0.2098,1
00545.jpg,0.6664,0.2212,1
00546.jpg,0.6437,0.2309,1
00547.jpg,0.6048,0.2394,1
00548.jpg,0.5604,0.2470,1
00549.jpg,0.5154,0.2553,1
00550.jpg,0.4664,0.2646,1
00551.jpg,0.3998,0.2755,1
00552.jpg,0.2902,0.2965,1
00553.jpg,0.2234,0.3126,1
00554.jpg,0.2143,0.3259,1
00555.jpg,0.2500,0.3299,1
00556.jpg,0.2929,0.3343,1
00557.jpg,0.3155,0.3350,1
00558.jpg,0.3220,0.3357,1
00559.jpg,0.3225,0.3356,1
00560.jpg,0.3224,0.3356,1
00561.jpg,0.3224,0.3355,1
00562.jpg,0.3224,0.3355,1
00563.jpg,0.3223,0.3354,1
00564.jpg,0.3223,0.3354,1
00565.jpg,0.3223,0.3354,1
00566.jpg,0.3223,0.3354,1
00567.jpg,-0.5601,0.2580,1
00568.jpg,-0.5601,0.2580,1
00569.jpg,-0.5601,0.2580,1
00570.jpg,-0.5601,0.2580,1
00571.jpg,-0.5601,0.2580,1
00572.jpg,-0.5601,0.2580,1
00573.jpg,-0.5600,0.2581,1
00574.jpg,-0.5473,0.2568,1
00575.jpg,-0.5174,0.2537,1
00576.jpg,-0.3384,0.2410,1
00577.jpg,-0.1948,0.2263,1
00578.jpg,-0.1045,0.2205,1
00579.jpg,-0.0228,0.2186,1
00580.jpg,0.0881,0.2178,1
00581.jpg,0.1683,0.2171,1
00582.jpg,0.1927,0.2155,1
00583.jpg,0.1927,0.2155,1
00584.jpg,0.1955,0.2159,1
00585.jpg,0.2065,0.2199,1
00586.jpg,0.2073,0.2293,1
00587.jpg,0.1871,0.2439,1
00588.jpg,0.1545,0.2596,1
00589.jpg,0.1085,0.2763,1
00590.jpg,0.0482,0.2978,1
00591.jpg,-0.0234,0.3260,1
00592.jpg,-0.0937,0.3574,1
00593.jpg,-0.1350,0.3767,1
00594.jpg,-0.1378,0.3795,1
00595.jpg,-0.1381,0.3807,1
00596.jpg,-0.1382,0.3810,1
00597.jpg,-0.1384,0.3815,1
00598.jpg,-0.1384,0.3815,1
00599.jpg,-0.1384,0.3816,1
00600.jpg,-0.1384,0.3817,1
00601.jpg,0.6461,0.2327,1
00602.jpg,0.6461,0.2328,1
00603.jpg,0.6449,0.2327,1
00604.jpg,0.6436,0.2327,1
00605.jpg,0.6320,0.2327,1
00606.jpg,0.5256,0.2335,1
00607.jpg,0.3798,0.2262,1
00608.jpg,0.2719,0.2259,1
00609.jpg,0.1684,0.2283,1
00610.jpg,0.1390,0.2263,1
00611.jpg,0.1384,0.2265,1
00612.jpg,0.1373,0.2266,1
00613.jpg,0.1371,0.2265,1
00614.jpg,0.1368,0.2265,1
00615.jpg,0.1367,0.2265,1
00616.jpg,0.1089,0.2307,1
00617.jpg,0.0604,0.2376,1
00618.jpg,0.0240,0.2442,1
00619.jpg,-0.0054,0.2515,1
00620.jpg,-0.0343,0.2604,1
00621.jpg,-0.0578,0.2698,1
00622.jpg,-0.0807,0.2803,1
00623.jpg,-0.1053,0.2920,1
00624.jpg,-0.1341,0.3062,1
00625.jpg,-0.1634,0.3212,1
00626.jpg,-0.1914,0.3367,1
00627.jpg,-0.2212,0.3541,1
00628.jpg,-0.2496,0.3731,1
00629.jpg,-0.2785,0.3927,1
00630.jpg,-0.2988,0.4120,1
00631.jpg,-0.3039,0.4209,1
00632.jpg,-0.3044,0.4223,1
00633.jpg,-0.3047,0.4231,1
00634.jpg,-0.3048,0.4235,1
